Aspect Ratio b/a	x=w (mm)	y=F_{n,b/a} (N)
	0.145	0.0674859801996762
	0.15	0.0697924533262267
	0.155	0.0720941870619951
	0.16	0.074396881790918
	0.165	0.0766930499553731
	0.17	0.0789873196176196
	0.17500000000000002	0.0812790607976504
	0.18000000000000002	0.0835635741941536
	0.18500000000000003	0.0858482817194966
	0.19000000000000003	0.0881291953498148
	0.19499999999999998	0.0904041057700208
	0.19999999999999998	0.0926777612577287
	0.2050000000000001	0.094947302843126
	0.21	0.097209344083158
	0.215	0.0994711174147092
	0.22	0.10172851521655
	0.225	0.1039796379679549
	0.23	0.1062288500005214
	0.23500000000000001	0.1084737930325838
	0.24000000000000002	0.1107106982576565
	0.24500000000000002	0.112945897465282
	0.25	0.1151786721972184
	0.255	0.1174039498730321
	0.26	0.1196251366277803
	0.265	0.1218428003081674
	0.27	0.1240538075615874
	0.275	0.126263452894733
	0.28	0.1282542867640857
	0.28500000000000003	0.1296459959814964
	0.29000000000000004	0.1260006110077487
	0.29500000000000004	0.1284734974351619
	0.30000000000000004	0.1284024857623244
	0.30500000000000005	0.1283024711338624
	0.31000000000000005	0.1282907185299703
	0.31500000000000006	0.1282460053786932
	0.31999999999999995	0.128220524473456
	0.32499999999999996	0.1282184030324198
	0.33000000000000007	0.1282013807707907
	0.33499999999999996	0.128189465160931
	0.33999999999999997	0.1281821230172982
	0.345	0.1281605106628333
	0.34999999999999987	0.1281561931001688
	0.35499999999999987	0.1281486763052684
	0.36	0.1281365255132369
	0.3649999999999999	0.1281191803235608
	0.3699999999999999	0.1281193817686723
	0.3749999999999999	0.1281107308457301
	0.38	0.1280982313679006
	0.385	0.1280872959728875
	0.39	0.1280841489814635
	0.395	0.1280735386039411
	0.4	0.1280694492714341
4
	0.0	-1.347516142052285e-14
	0.0050000000000000044	0.0003281674682541575
	0.010000000000000009	0.0028610158388553
	0.014999999999999986	0.005344459812021
	0.01999999999999999	0.0078425976176892
	0.024999999999999994	0.0103621607631632
	0.029999999999999888	0.0128931763180904
	0.035	0.0154223151737869
	0.0399999999999999	0.0179633946563911
	0.044999999999999984	0.0204981499649258
	0.04999999999999999	0.0230351329140238
	0.05499999999999999	0.02557384102334
	0.06	0.0281132908884107
	0.065	0.0306466013261503
	0.07	0.0331634186748429
	0.07500000000000001	0.0352421937821999
	0.08000000000000002	0.0353088974538969
	0.08500000000000002	0.035738484428896
	0.09000000000000002	0.0358188465140632
	0.09499999999999997	0.0358652957304318
	0.09999999999999998	0.0359456081573039
	0.1050000000000001	0.0359962497204491
	0.10999999999999999	0.0360388724614675
	0.11499999999999999	0.0360721708843754
	0.12	0.0361096273112012
	0.125	0.0361411529849697
	0.13	0.0361754475271467
	0.135	0.0361954555074745
	0.14	0.0362310390502586
	0.14500000000000002	0.036256149089744
	0.15000000000000002	0.0362797065345588
	0.15499999999999997	0.0363093402785167
	0.15999999999999998	0.0363273448220421
	0.16499999999999998	0.0363563680652872
	0.16999999999999998	0.0363797517325943
	0.175	0.0364004954684149
	0.18	0.0364286950517725
	0.185	0.0364431597085042
	0.19	0.036470342682337
	0.195	0.0364916831965375
